A1	A2	A3	A4_a	A4_b	A5	A6	A7	A8_a	A8_b	A9	A9_a	A9_b	A9_c	A10	A10_a	A10_b	A10_c	B1	B2	B2_a	B3	B4	B5	B6	B7	B8	B9	B10	B11_a	B11_b	B12	B13	B14	B15	B16	B17	B18	B19	B20_a	B20_a_other	B20_b	B20_b_other	B20_c	B20_c_other	B21	B21_other	B22_a	B22_b	B22_c	B22_d	B22_e	B22_f	B23	B23_a	B24	B25	B26_a	B26_b	B27	B28	B28_other	B29_a	B29_b	B29_c	B29_d	B29_e	B29_f	B29_g	B29_h	B29_i	B30	B31	B32_a	B32_b	B32_c	B32_d	B33	B34	B35	B36	B37	B38	B39	B40	B41	B41_other	B42	B42_other	B43	B44_a	B44_b	B45	B46	C1	C2	C2_a	C3	C4	C5	C6_a	C6_b	C6_c	C6_d	C6_e	C7_1	C7_1_other	C7_2	C7_2_other	C7_a	C7_a_other	C7_b	C7_b_other	C8_a	C8_b	C8_c	C8_d	C8_e	C8_f	C8_g	C9	C11	C12	C12_other	D1	D2	D3	D3_other	D5	D6_1	D6_1_other	D6_2	D6_2_other	D7	D8	D9	D10	D11	D11_a	D11_b	D11_c	E1	E2	E3	E3_a	E4	E5	E6_1	E6_2	E6_3	E6_4	E6_5	E7	E7_1	E7_2	E7_3	E7_4	E7_5	E8	E8_other	E9	E9_other	E10_1	E10_2	E10_3	E10_4	E10_5	E11_1	E11_1_other	E11_2	E11_2_other	E11_3	E11_3_other	E12_1_	E12_1_other	E12_2	E12_2_other	E12_3	E12_3_other	E13_1	E13_1_other	E13_2	E13_2_oher	E13_3	E13_3_other	E14	E15	E16	E17	E18	E19	E20_other	E21	E22	F1	F1_other	F2	F2_a	F3	F4	F5	F6	F6_other	F7	F8	F8_other	F9	F10	F11_a	F11_b	F11_c	F11_d	F11_e	F11_f	F11_g	F11_h	F11_i	F11_j	F11_k	F11_l	F11_m	F11_n	F12_1	F12_1_other	F12_2	F12_2_other	F12_3	F12_3_other	F13	F13_other	F14	F14_other	F15	F16_a	F16_b	F16_c	F16_d	F16_e	F16_f	F16_g	F16_h	F16_i	F16_j	F16_k	F16_l	F17	F17_other	F18	F18_other	F19	F20_1	F20_1_other	F20_2	F20_2_other	F20_3	F20_3_other	F21	F22	G1	G1_other	G2	G3	G3_other	G4	G5	G5_other	G6	G7	G7_other	G8	G9_1	G9_2	G9_3	G10	G10_other	G11	G11_other	G12	G13	G13_other	H1_a	H1_b	H1_c	H1_d	H1_e	H1_f	H1_g	H1_h	H1_i	H1_j	H1_k	H1_l	H1_m	H4	H5	H6	H7_a	H7_b	H7_c	H7_d	H7_e	H7_f	H7_g	H7_h	H7_i	H8	H9_1	H9_2	H9_3	H10	H11	H12_a	H12_b	H12_c	H12_d	H12_e	H13	H14	H14_other	H15	H16	H17	QUES_NO	AREA	DATE	B35_1	B35_2	B35_3	B35_4	B35_5	C10_1	C10_2	C10_3	C13_a	C13_b	C13_c	C13_d	C13_e	C13_f	C13_g	D4_a	D4_b	D4_c	D4_d	D4_e	D10_a	D10_b	D10_c	D10_d	D10_e	D10_f	D10_g	D10_h	E20_a	E20_b	E20_c	E20_d	E20_e	E20_f	E20_g	A2_coded	G9_1_coded	G9_2_coded	G9_3_coded	H2_a	H2_b	H2_c	H2_d	H3_a	H3_b	H3_c	H3_d	A6_coded	Section	StartDate	EndDate	VoterID	VoterIP
"1948"	"ΑΛΒΑΝΙΑ"	1	1	" "	1	" "	2004	0	7	1	"ΘΕΣΣΑΛΟΝΙΚΗ"	"ΘΕΣΣΑΛΟΝΙΚΗ"	"ΘΕΣΣΑΛΟΝΙΚΗ"	1	"ΘΕΣΣΑΛΟΝΙΚΗ"	"ΘΕΣΣΑΛΟΝΙΚΗ"	"ΘΕΣΣΑΛΟΝΙΚΗ"	7	" "	" "	18								" "	" "										" "		" "		" "		" "							" "	" "							" "																		" "	" "						" "		" "	1	"ΕΡΓΟΣΤΑΣΙΟ"	"9320"	4	1	7	2		1	2	3	2	2	3	5	1	2	" "	3	" "		" "	6	" "	2	2	2	2	2	2	1	5			" "	1	3		" "	7	9	" "		" "	1	1	1	" "		1	2	2	3	1		" "	1	5	5	5	5	5	5		2	2	1	1	1		" "		" "							" "		" "		" "		" "		" "		" "		" "		" "		" "	2	1	6	" "	2		" "	4	4	2	" "	5	3	2	2			" "			" "	2	56	1	1	1	2	2	2	1	1	2	2	1	2	2	2	4	" "		" "		" "	2	" "		" "	200	2	2	2	1	1	1	1	1	2	2	2	2	1	" "	2	" "	1	13	" "		" "		" "	2	1	1	" "	4		" "	2		" "	2		" "	2	" "	" "	" "		" "	1	" "	1	4	" "	1	2	2	3	3	3	1	1	3	3	3	1	1	1	4	5	2	2	2	2	2	2	2	2	2	2	2	3		2	4	1	3	2	2	4	1	4	" "	5	4	1	"267"	"26"	"28/05/2011"									1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1	0	1	0	1	0	1	0		0	"10/6/2011 11:21:00 μμ"	"10/6/2011 11:47:31 μμ"	486106	"79.166.34.144"
"1991"	"ΓΕΩΡΓΙΑ"	1	1	" "	1	" "	2004	0	7	1	"25ΗΣ ��ΑΡΤ��ΟΥ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	1	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	4	"ΓΡΑΦΙΣΤΑΣ WEB DESIGNER"	"2139"	11	3	8	4	8	3	5	1	"ΣΕΡΒΙΤΟΡΑ ΣΕ ΚΑΦΕ"	"5150"	8	1	5	2	5	3	1	3	1	" "	6	" "		" "	9	" "	1	1	2	2	2	2	" "	" "							" "										6	6					1	2	"ΜΟΙΡΑΖΑ ��ΙΑΦ��ΜΙΣ��ΙΚΑ ΣΤΟΥΣ ΔΡ��ΜΟΥ��"	"9112"	11	1	3	1	1	" "		" "	2	" "	" "			16	1	7	6	1		1	2	2	2	1	9	" "		" "		" "	8	" "	1	2	2	1	2	2	2	1	1		" "	1	1		" "	3	4	" "		" "	1	1	2	" "					5			" "	2														" "		" "							" "		" "		" "		" "		" "		" "		" "		" "		" "	1	4	3	"ΕΙΝΑΙ ΔΥ��ΚΟΛ�� ΕΝΑΣ ΑΝ��ΡΑΣ ΝΑ Β��ΕΙ ΔΟΥΛΕΙΑ"	2		" "	3	8	2	" "	5	5	3	2			" "			" "	3	72	1	1	1	2	2	1	1	2	2	1	2	2	2	2	7	" "		" "		" "	2	" "		" "	350	2	1	2	1	1	1	1	1	2	1	2	2	4	" "	7	" "	1	2	" "		" "		" "	2	3	1	" "	3	1	" "	1	6	" "	2		" "	2	" "	" "	" "		" "	1	" "	1	1	" "	2	2	2	2	2	2	3	2	2	1	2	1	1	4	3	5	2	2	2	2	2	1	2	2	2	4	1	2		1	1	3	2	3	2	2	3	3	" "	5	4	5	"281"	"24"	"30/05/2011"	7	12				10			0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2				1	0	0	0	1	0	0	0		0	"10/6/2011 9:52:41 πμ"	"10/6/2011 10:07:56 πμ"	486026	"79.166.34.144"
"1964"	"ΑΛΒΑΝΙΑ"	1	3	" "	1	" "	1998	0	13	1	"ΘΕΣΣΑΛΟΝΙΚΗ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	1	"ΑΓΙΟΥ ΔΗ��ΗΤΡ��ΟΥ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	1	"ΚΑΘΑΡΙΣΤΡΙΑ ��Ε ΓΕΡΟΚΟΜΕΙΟ"	"9132"	14	1	12	5	7	1		2	" "	" "								2		" "		" "		" "	3	" "	5	1	5	5	5	5	" "	" "							" "										4	4					1	2	"ΚΑΘΑΡΙΣΤΡΙΑ ��Ε ΣΚΑΛΕΣ"	"9132"	16	1	1	3		" "		" "	1	"ΚΑΘΑΡΙΣΤΡΙΑ ��Ε ΣΚΑΛΕΣ"	"9132"	16	1	4	2		1	2	7	3	2	3	3	3	2	" "		" "		" "	5	" "	2	2	2	2	1	2	2	5			" "	1	1		" "	2	6	" "		" "	1	1	2	" "					1	1	2	" "	1	2	5	5					1	1					" "		" "							" "		" "		" "		" "		" "		" "		" "		" "		" "	2	2	1	"ΑΡΡΩΣΤΟΣ Ο ΑΝΔΡΑΣ ΜΟΥ ΚΑΙ �� ΓΙΟΣ ΜΟ��"	2		" "	4	6	2	" "	5	1	4	2			" "			" "	3	80	1	1	1	2	2	2	1	1	2	2	2	2	1	2	7	" "		" "		" "	2	" "		" "	300	2	2	2	1	1	1	1	1	2	2	2	2	3	" "	7	"ΑΓΓΕΛΙΑ ��Ε ΠΟΡΤΑ"	3	13	" "		" "		" "	1	2	5	" "	3	2	" "	2		" "	2		" "	2	" "	" "	" "		" "	1	" "	1	5	" "	1	2	3	3	3	3	3	2	3	3	3	3	1	3	3	4	2	2	2	2	2	2	2	2	2	4	2			3	5	1	1	1	2	1	3	1	" "	1	1	1	"289"	"28"	"28/05/2011"	1	1							1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				0	0	1	0	1	0	1	0		0	"10/6/2011 1:24:24 πμ"	"10/6/2011 2:03:22 πμ"	486008	"79.166.34.144"
"1970"	"ΑΛΒΑΝΙΑ"	4	3	" "	1	" "	2005	0	6	1	"ΚΑΣΣΑΝΔΡΟΥ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	1	"ΚΑΣΣΑΝΔΡΟΥ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	2	"ΚΑΘΑΡΙΣΤΡΙΑ ��ΠΙΤ��ΩΝ"	"9131"	16	2	12	2	8	3	1	2	" "	" "								3	1	" "	4	" "	6	" "	2	" "	1	4	2	2	2	2	" "	" "							" "										1	1					2		" "	" "			1	3		" "		" "	2	" "	" "			8	2		2	2	7	2	2	2	4	1	2	" "	1	" "		" "	5	" "	2	2	2	2	2	2	2	4			" "	1	1		" "	2	6	" "		" "	2		2	" "					1	1	2	" "	1	2	3	3					1	1					" "		" "	1	1				8	" "		" "		" "	6	" "		" "		" "	3	" "		" "		" "	2	2	3	" "	2		" "	5	6	2	" "	5	1	4	2			" "			" "	3	70	1	1	1	2	2	2	1	2	2	1	1	1	2	2	7	" "		" "		" "	2	" "		" "	240	1	2	2	1	1	1	1	1	2	2	2	2	2	" "	2	" "	3	4	" "	8	" "		" "	2	1	1	" "	1	2	" "	2		" "	2		" "	2	" "	" "	" "		" "	1	" "	1	5	" "	2	2	2	3	3	3	2	2	3	3	3	2	1	4	1	3	2	2	2	2	2	2	2	2	2	4	2	4		3	4	3	3	1	3	3	3	2	" "	1	4	2	"285"	"27"	"31/05/2011"									1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1	0	1	0	1	0	1	0		0	"9/6/2011 2:43:30 μμ"	"9/6/2011 2:54:12 μμ"	485950	"79.166.34.144"
"1976"	"ΑΛΒΑΝΙΑ"	1	3	" "	1	" "	1998	0	13	1	"ΘΕΣΣΑΛΟΝΙΚΗ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	2	"ΣΚΥΔΡΑ"	"ΣΚΥΔΡΑΣ"	"ΠΕΛΛΑΣ"	1	"ΟΙΚΑΚΗ Β��ΗΘΟ��"	"9131"	16	1	12	5	8	2	2	2	" "	" "								3	1	" "	5	" "		" "	3	" "	3	3	3	3	3	3	" "	" "							" "										4	4					1	3	"ΑΓΡΟΤΙΣΣΑ ΣΕ ΧΩΡΑΦΙΑ - ΓΕΩ��ΓΙΑ"	"9211"	1	2	3	3		" "		" "	1	"ΓΕΩΡΓΙΚΑ  - ΑΓΡΟΤΙΣΣΑ"	"9211"	1	3	8	2		2	2	8	2	2	4	4	2	7	" "		" "		" "	5	" "	2	1	2	2	2	2	2	2			" "	1	1		" "	3	7	" "		" "	2		2	" "					1	1	2	" "	1	2	3	2					1	1					" "		" "	1	1				8	" "		" "		" "	6	" "		" "		" "	1	" "	2	" "	3	" "	2	2	6	" "	2		" "	5	7	2	" "	5	4	4	2			" "			" "	3	70	1	1	1	2	2	1	1	2	2	1	2	2	2	2	7	" "		" "		" "	2	" "		" "	300	1	2	1	1	1	1	1	1	1	2	1	2	1	" "	1	" "	3	2	" "	4	" "	7	" "	4	2	5	" "	3	2	" "	1	2	" "	2		" "	1	"ΔΙΑΡΡΗΞΗ ΚΑΤ��ΙΚΙ��Σ"	"ΔΙΑΡΡΗΞΗ  ΑΥΤΟΚΙΝΗΤΟΥ"	" "	2	" "	1	" "	1	4	" "	2	1	2	3	2	3	3	2	3	3	3	2	1	4	1	3	2	1	2	2	2	2	2	2	2	2	1	2	3	1	4	1	3	3	3	2	3	3	" "	5	4	1	"268"	"26"	"28/05/2011"	1	2	13						1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1		0	0	0	1	0	0	0	1		0	"9/6/2011 12:55:16 μμ"	"9/6/2011 1:10:17 μμ"	485913	"79.166.34.144"
"1982"	"ΑΡΜΕΝΙΑ"	1	1	" "	1	" "	2009	2	2	1	"ΘΕΣΣΑΛΟΝΙΚΗ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	3	"ΚΑΛΛΙΚΡΑΤΕΙΑ"	"ΚΑΛΛΙΚΡΑΤΕΙΑΣ"	"ΧΑΛΚΙΔΙΚΗΣ"	4	"ΠΕΡΙΠΟΙΟΥΜΑΙ ΜΙΑ ΓΙΑΓΙΑ Κ��Ι ΜΕΝΩ Μ��ΖΙ ΤΗΣ"	"5163"	16	1	12	6	24	1		2	" "	" "								4	3	" "		" "		" "	2	" "	2	2	2	2	2	2	" "	" "							" "										2	2	2	1	2	1	2		" "	" "			3	1	3	" "		" "	1	"ΓΡΑΜΜΑΤΕΑΣ, ΟΡΓΑΝΩΣΗ ��ΗΣ ΛΕΙΤΟΥΡΓΙΑΣ Τ��Υ ΓΡΑΦΕΙΟΥ Σ�� ΜΙΑ ΕΤΑ��ΡΙΑ"	"4115"	15	1	17	2		6	2	7	3	3	3	3	3	5	" "		" "	6	"ΑΡΙΣΤΟΤΕΛΕΙΟ ΠΑΝ��ΠΙΣ��ΗΜΙ�� ΣΧΟΛΕΙΟ ΝΕΑ�� ΕΛΛΗΝΙΚΗΣ Γ��ΩΣΣ��Σ"		" "	1	1	2	1	2	2	2	4			" "	2		1	" "	3	2	" "		" "	1	1	1	" "		1	1	2	2	2		" "	2														" "		" "							" "		" "		" "		" "		" "		" "		" "		" "		" "	1	1	7	" "	2		" "	6	8	1	" "	5	1	1	1	2		" "			" "	0	0	1	1	1	2	2	1	1	2	2	1	1	1	2	2	1	" "		" "		" "	1	" "	1	" "		2	2	2	1	1	1	1	1	2	1	1	1	1	" "	2	" "	2	1	" "		" "		" "	2	3	1	" "	1	3	" "	1	6	" "	2		" "	3	" "	" "	" "		" "	1	" "	1	1	" "	2	1	1	1	2	1	1	1	1	1	1	1	1	4	5	6	2	2	2	2	2	2	2	2	2	4	1			1	6	2	2	2	2	2	3	3	" "	1	1	1	"276"	"24"	"30/05/2011"									0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				0	1	0	0	0	1	0	0		0	"10/6/2011 9:35:51 πμ"	"10/6/2011 9:52:40 πμ"	486024	"79.166.34.144"
"1981"	"ΝΙΓΗΡΙΑ"	1	1	" "	1	" "	2003	4	8	1	"ΘΕΣΣΑΛΟΝΙΚΗ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	1	"ΑΘΗΝΑ"	"ΑΘΗΝΑΣ"	"ΑΤΤΙΚΗΣ"	2	"ΚΑΘΑΡΙΣΤΡΙΑ ��ΠΙΤ��ΩΝ"	"9131"	16	1	7	5	10	3	4	2	" "	" "								3	1	" "		" "		" "	1	" "	3	3	3	3	3	3	" "	" "							" "										7	5					2		" "	" "			1	1	2	" "		" "	1	"ΣΕ Μ��ΓΑΖ�� ΜΕ ��ΟΥΧ��"	"5320"	7	1	14	2		4	2	3	1	1	5	5	1	3	" "	2	" "		" "	1	" "	1	2	2	2	2	2	2	6			" "	1	1		" "	3	6	" "		" "	1	2	2	" "					1	1	1	" "	2														" "		" "							" "		" "		" "		" "		" "		" "		" "		" "		" "	4	4	3	" "	2		" "	4	1	2	" "	5	2	3	2			" "			" "	3	70	1	1	1	2	2	2	1	2	2	2	2	2	1	2	4	" "		" "		" "	3	" "		" "		2	2	2	1	1	1	2	2	2	2	2	2	5	" "	1	" "	2	4	" "	6	" "		" "	2	3	1	" "	1	2	" "	2		" "	2		" "	2	" "	" "	" "		" "	1	" "	1	4	" "	2	2	1	1	2	2	1	3	3	3	2	3	1	1	3	3	2	2	2	2	2	2	2	2	2	4	1	2		1	1	4	4	4	4	4	1	4	" "	1	1	1	"264"	"26"	"27/05/2011"									1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5				0	1	0	0	0	0	1	0		0	"9/6/2011 12:23:05 μμ"	"9/6/2011 12:37:16 μμ"	485904	"79.166.34.144"
"1980"	"ΑΛΒΑΝΙΑ"	3	3	" "	1	" "	1993	0	18	1	"ΘΕΣΣΑΛΟΝΙΚΗ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	1	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	5	" "	" "	18								" "	" "										" "		" "		" "		" "							"ΕΡΓΑΤΡΙΑ ΣΕ ΕΡΓΟΣΤΑΣΙΟ"	"9320"	4	2	0	1	3	2	" "	2	2	2	2	2	2	2	1	2	4	2	2	2	2	1	1	4	"ΕΡΓΑΤΡΙΑ ΣΕ ΚΑΠΝΑ"	"9211"	1	2	1	2		" "		" "	2	" "	" "			8	2		2	2	3	2	2	2	2	1	2	" "	3	" "		" "	6	" "	1	1	1	1	1	1	1	2			" "	1	1		" "	2	6	" "		" "	1	1	2	" "					2	2		" "	1	1	2						1						" "		" "	1					8	" "		" "		" "	6	" "		" "		" "	3	" "		" "		" "	5	1	6	" "	2		" "	4	1	2	" "	4		3	2			" "			" "	2	50	1	1	1	2	2	2	1	1	2	1	2	2	2	2	7	" "		" "		" "	2	" "		" "	220	2	2	2	1	1	1	1	1	2	2	2	2	5	" "	2	" "	3	13	" "		" "		" "	3	2	5	" "	3	3	" "	2		" "	2		" "	2	" "	" "	" "		" "	1	" "	1	5	" "	1	2	2	2	2	3	2	2	3	3	3	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	3	9	3	3	3	3	3	4	4	4	4	" "	5	4	5	"262"	"26"	"27/05/2011"	12	15							0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1	1	1	0	1	0	1	0		0	"10/6/2011 6:14:03 μμ"	"10/6/2011 6:27:19 μμ"	486086	"79.166.34.144"
"1978"	"ΑΦΓΑΝΙΣΤΑΝ"	4	3	" "	1	" "	2008	0	3	1	"ΑΓΙΟΥ ΔΗ��ΗΤΡ��ΟΥ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	1	"ΜΥΤΙΛΗΝΗ"	"ΛΕΣΒΟΥ"	"ΛΕΣΒΟΥ"	7	" "	" "	18								" "	" "										" "		" "		" "		" "							" "	" "							" "																		" "	" "						" "	7	"ΔΕΝ ��ΧΕΙ ΔΟΥΛΕΙΕΣ"	2	" "	" "			7	2		1	2	7	2	4	5	5	4	5	" "	2	" "	4	" "		" "	1	1	1	1	1	2	1	6			" "	2		1	" "	2	6	" "		" "	2		1	" "		1	2	2	1	1	2	" "	1	3	2	1	1				1	1	1			2	" "		" "	1	1	1			6	" "	5	" "		" "	6	" "		" "		" "	5	" "		" "		" "	2	2	3	" "	2		" "	3	6	3	" "			5	2			" "			" "																		" "		" "		" "		" "		" "															" "		" "			" "		" "		" "			5	" "	3	2	" "	2		" "	2		" "	2	" "	" "	" "		" "	5	" "	1	5	" "	2	2	3	3	3	3	2	2	3	3	3	2	1	1	2	3	2	2	2	2	2	2	2	2	2	4	2	4	5	1	4	3	4	4	4	4	2	2	" "	1	1	1	"290"	"28"	"31/05/2011"									1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4				1	0	1	0	1	0	1	0		0	"9/6/2011 4:23:33 μμ"	"9/6/2011 4:33:37 μμ"	485962	"79.166.34.144"
"1984"	"ΑΦΓΑΝΙΣΤΑΝ"	4	3	" "	1	" "	2008	6	2	1	"ΑΓΙΟΥ ΔΗ��ΗΤΡ��ΟΥ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	1	"ΑΘΗΝΑ"	"ΑΘΗΝΩΝ"	"ΑΤΤΙΚΗΣ"	7	" "	" "	18								" "	" "										" "		" "		" "		" "							" "	" "							" "																		" "	" "						" "	3	" "	2	" "	" "			9	1	1	2	2	7	4	4	5	5	4	5	" "		" "	1	" "		" "	2	2	2	2	2	2	1	6			" "	2		1	" "	2	6	" "		" "	2		1	" "		2	2	1	1	3	2	" "	1	2	2	1					1	1				2	" "		" "	1	1				6	" "	4	" "		" "	6	" "		" "		" "	5	" "		" "		" "	2	2	6	" "	2		" "	5	1	3	" "			4	2			" "			" "																		" "		" "		" "		" "		" "															" "		" "			" "		" "		" "			5	" "	3	1	" "	2		" "	2		" "	2	" "	" "	" "		" "	5	" "	1	5	" "	2	2	3	3	3	3	2	3	3	3	3	3	1	3	2	3	2	2	2	2	2	2	2	2	2	4	2			2	4	3	2	2	2	2	2	2	" "	2	3	2	"279"	"27"	"31/05/2011"									1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4				0	0	0	1	0	0	0	1		0	"9/6/2011 2:36:03 μμ"	"9/6/2011 2:43:29 μμ"	485947	"79.166.34.144"
"1978"	"ΣΕΡΒΙΑ"	1	1	" "	1	" "	2007	7	3	1	"ΜΑΛΑΚΟΠΗ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	1	"ΜΑΛΑΚΟΠΗ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	"ΘΕΣΣΑΛΟΝΙΚΗΣ"	5	" "	" "	18								" "	" "										" "		" "		" "		" "							"ΔΟΥΛΕΥΑ ��Ε ΕΝΑ ΠΑ��ΔΟΤ��ΠΟ"	"5199"	15	2	9	2	3	9	"ΠΑΡΑΙΤΗΘΗΚΑ ��ΙΑΤ�� ΗΜΟΥΝ Ε��ΚΥΟ��"	2	2	1	2	2	2	2	1	2	6	6					2		" "	" "			1	1	1	" "		" "	1	"ΗΜΟΥΝΑ Δ��ΣΚΑ��Α ΣΕ ΕΝΑ ΙΔΙΩΤΙΚΟ ΣΧΟ��ΕΙΟ"	"2440"	13	1	17	2		6	2	7	3	3	3	3	3	5	" "		" "	6	"ΣΤΟ ��ΠΘ"		" "	1	1	1	2	2	2	2	2			" "	1	1		" "	4	1	" "	5	" "	1	1	2	" "					1	2	2	" "	1	1	1						1					1	" "	5	" "							" "		" "		" "		" "		" "		" "		" "		" "		" "	2	2	6	" "	2		" "	3	6	2	" "	5	1	3	2			" "			" "	3	90	1	1	1	2	2	1	2	2	2	2	1	1	2	2	7	" "		" "		" "	1	" "	5	" "		1	2	1	1	1	1	1	1	1	1	1	2	7	"ΜΟΥ ��ΡΕΣ��Ι Η ��ΕΡΙ��ΧΗ"	6	" "	2	13	" "		" "		" "	1	1	1	" "	1	3	" "	1	7	" "	2		" "	1	"ΕΓΙΝΕ ΚΛ��ΠΗ ΣΤΟ Δ��ΑΜΕ��ΙΣΜ�� ΠΟΥ ΖΩ"	" "	" "	2	" "	3	" "	2		" "	2	1	1	2	2	3	3	3	3	2	2	2	2	3	3	4	2	2	2	2	2	2	2	2	2	2	2	3	9	1	1	3	3	3	3	3	3	3	" "	2	2	5	"232"	"24"	"31/5/2011"									1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2			1	1	1	0	1	0	0	0		0	"10/6/2011 9:26:32 μμ"	"10/6/2011 10:00:17 μμ"	486096	"79.166.34.144"
"1970"	"ΑΛΒΑΝΙΑ"	1	3	" "	1	" "	1993	0	18	1	"ΘΗΒΑ"	"ΘΗΒΑ"	"ΒΟΙΩΤΙΑ"	1	"ΘΗΒΑ"	"ΘΗΒΑ"	"ΒΟΙΩΤΙΑ"	1	"ΟΙΚΙΑΚΗ ��ΟΗΘ��Σ ΣΕ ΣΠΙ��ΙΑ"	"9131"	16	2	12	7	11	3	1	2	" "	" "								3	1	" "	6	" "	4	" "	2	" "	2	2	2	2	3	2	" "	" "							" "										7	7					2		" "	" "			1	3		" "		" "	2	" "	" "			12	2		3	2	5	2	2	3	3	2	1	" "	4	" "		" "	3	" "	2	2	2	2	2	2	2	2			" "	1	1		" "	3	3	" "	4	" "	2		2	" "					1	1	2	" "	1	3	4	2	1				1	1	1			2	" "		" "	1	1				8	" "		" "		" "	6	" "		" "		" "	1	" "	2	" "		" "	2	2	6	" "	2		" "	3	7	2	" "	3		5	2			" "			" "	2	72	1	1	1	2	2	1	2	2	2	1	1	2	2	2	1	" "		" "		" "	2	" "		" "	250	1	2	1	1	1	1	1	1	2	2	2	2	2	" "	2	" "	2	13	" "		" "		" "	2	1	5	" "	2		" "	2		" "	2		" "	2	" "	" "	" "		" "	7	" "	1	3	" "	2	2	2	2	2	3	2	3	2	3	3	2	2	4	3	5	2	2	2	2	2	2	2	2	2	3	2	8		3	4	2	2	2	1	2	2	2	" "	5	4	5	"377"	"38"	"31/05/2011"									0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1	0	0	0	1	0	0	0		0	"2/6/2011 6:23:32 μμ"	"2/6/2011 7:04:10 μμ"	485349	"79.131.15.7"
